,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
845,KK Nagar,2169,2011-03-31,92,3,2,5,Normal Sale,0,2002-02-04,Commercial,NoSewr,Paved,RL,17039580
846,Velachery,1897,2007-06-04,1,3,2,5,AdjLand,0,1967-04-16,House,NoSewr,NoAccess,RM,10040100
847,Chrompet,975,2007-04-01,147,1,1,3,AbNormal,0,1971-01-13,Others,AllPub,Gravel,RH,8345750
848,T Nagar,1876,2010-05-18,196,2,1,5,AbNormal,1,2003-05-20,House,AllPub,Gravel,RL,14685790
849,Anna Nagar,1931,2011-05-17,28,2,1,5,Partial,1,2000-05-19,House,NoSeWa,Gravel,RM,14799120
850,Anna Nagar,1793,2014-10-19,157,1,1,4,AdjLand,1,2009-10-20,Commercial,NoSeWa,Gravel,RM,22348850
851,T Nagar,1618,2010-09-06,98,1,1,4,Family,1,1981-06-16,Others,NoSewr,Paved,RH,12611320
852,Velachery,1582,2009-12-07,50,2,1,4,AdjLand,0,1986-07-18,Others,ELO,Paved,C,8155260
853,Chrompet,1050,2008-05-06,195,1,1,3,Normal Sale,1,1987-11-06,Commercial,NoSewr,Gravel,RM,14414750
854,KK Nagar,1938,2010-05-26,108,3,2,5,AbNormal,1,1998-05-29,Others,NoSeWa,Gravel,RH,11854600
855,Anna Nagar,1894,2013-02-11,189,2,1,5,AdjLand,1,1973-12-11,Others,ELO,NoAccess,RL,14310420
856,Anna Nagar,1780,2012-12-30,30,1,1,4,Normal Sale,1,1969-10-01,House,NoSewr,NoAccess,RH,11574780
857,Velachery,1636,2010-01-23,34,2,1,4,Partial,1,1964-04-02,Others,NoSeWa,Gravel,C,8778570
858,Anna Nagar,1864,2006-10-19,67,2,1,5,Family,0,1967-10-29,Commercial,NoSewr,Paved,RM,20691780
859,KK Nagar,2478,2010-12-11,93,4,2,6,Partial,1,2003-11-14,Commercial,NoSewr,Paved,RL,19600940
860,Karapakkam,725,2009-12-13,147,1,1,2,AdjLand,1,1976-12-21,House,ELO,Paved,C,4953250
861,Anna Nagar,1627,2008-05-10,50,1,1,4,AbNormal,0,1988-10-10,House,AllPub,Gravel,RL,12093600
862,Karapakkam,1652,2010-11-09,145,2,2,4,Family,0,1991-09-16,House,AllPub,NoAccess,C,5999250
863,Anna Nagar,1996,2008-08-23,46,2,1,5,Normal Sale,0,2003-08-25,Commercial,NoSewr,Paved,RM,22567050
864,KK Nagar,1463,2010-09-23,85,2,1,4,Normal Sale,0,1995-09-27,Commercial,AllPub,Gravel,RH,12802100
865,Karapakkam,1302,2011-12-16,45,1,1,3,AdjLand,1,1979-12-24,Others,ELO,Gravel,RH,8871250
866,Chrompet,1294,2009-03-31,31,2,1,4,AdjLand,0,2004-01-04,House,NoSewr,NoAccess,RH,8782150
867,Karapakkam,1685,2011-10-06,56,2,2,4,Partial,1,2000-12-06,Others,NoSewr,Paved,I,8895625
868,Velachery,1790,2010-11-17,183,2,1,4,Normal Sale,0,1963-11-29,Others,NoSeWa,NoAccess,C,7627340
869,Chrompet,1036,2013-12-20,51,1,1,3,Family,1,1984-12-27,Others,NoSeWa,Gravel,RL,10030670
870,Anna Nagar,1688,2009-03-20,93,1,1,4,AdjLand,1,1978-03-28,Commercial,AllPub,Paved,RH,19632920
871,Anna Nagar,1707,2007-12-01,184,1,1,4,Normal Sale,0,1997-01-14,Commercial,ELO,Gravel,RM,20192150
872,Chrompet,919,2009-06-28,184,1,1,3,Normal Sale,0,1994-02-07,House,AllPub,Gravel,RH,7989450
873,Velachery,1528,2004-12-12,125,2,1,4,Normal Sale,1,1997-12-14,House,ELO,NoAccess,I,8192790
874,Velachery,1746,2007-08-19,162,2,1,4,Normal Sale,1,1959-08-31,Commercial,AllPub,NoAccess,RL,14917160
875,Anna Nagar,1885,2014-11-09,109,2,1,5,Partial,1,1996-09-15,House,NoSewr,Paved,RL,13501410
876,Adyar,1135,2008-09-16,124,1,1,3,AbNormal,0,1993-09-20,Others,AllPub,Gravel,C,8699125
877,Chrompet,871,2014-06-06,47,1,1,3,AdjLand,0,1974-06-16,House,ELO,NoAccess,RM,7373000
878,Adyar,831,2006-10-30,139,1,1,3,Family,0,1993-02-11,Others,NoSewr,NoAccess,RL,7713895
879,Chrompet,1216,2012-11-13,12,2,1,4,Family,1,1990-11-19,House,ELO,Gravel,RH,9748900
880,KK Nagar,1728,2010-06-15,45,2,1,4,Partial,1,1996-06-18,House,AllPub,Paved,RM,10930680
881,Anna Nagar,1677,2012-05-29,123,1,1,4,Partial,0,2002-01-06,House,ELO,Gravel,RL,11947050
882,Karapakkam,1463,2010-11-12,19,2,2,4,Normal Sale,0,2004-12-12,House,NoSewr,NoAccess,C,5885000
883,T Nagar,1739,2009-05-18,67,1,1,4,Partial,0,1974-05-27,House,NoSewr,NoAccess,RH,10320700
884,Karapakkam,668,2011-02-19,122,1,1,2,Partial,0,1975-02-28,House,NoSeWa,Paved,C,3339000
885,Anna Nagar,1878,2007-05-03,44,2,1,5,AdjLand,1,2001-06-03,Others,NoSewr,NoAccess,RM,15496160
886,Anna Nagar,1780,2007-07-20,9,1,1,4,Normal Sale,0,1968-07-29,House,AllPub,Gravel,RM,13140580
887,Velachery,1513,2009-01-10,72,2,1,4,Normal Sale,1,1974-10-10,Others,AllPub,NoAccess,C,8008950
888,Chrompet,917,2010-08-17,114,1,1,3,AdjLand,0,1983-08-24,Commercial,NoSeWa,Gravel,RM,12508650
889,KK Nagar,2157,2008-04-20,133,3,2,5,Family,0,1978-04-28,Others,NoSewr,Paved,RM,11853140
890,Karapakkam,730,2009-10-09,73,1,1,2,AbNormal,0,1965-09-21,Commercial,NoSeWa,NoAccess,C,4886000
891,T Nagar,1912,2007-03-04,194,2,1,5,AbNormal,0,1994-06-04,Commercial,NoSewr,Paved,RL,21107310
892,KK Nagar,2411,2009-07-02,143,4,2,6,Normal Sale,0,2003-09-02,Others,NoSeWa,Gravel,RH,12520540
893,T Nagar,1854,2010-04-11,92,2,1,5,AdjLand,0,1976-12-11,Others,NoSeWa,NoAccess,RL,13173400
894,KK Nagar,2075,2008-09-21,6,3,2,5,AbNormal,0,1979-09-29,Others,AllPub,Paved,RH,10696080
895,Karapakkam,1239,2010-04-10,166,1,1,3,AdjLand,0,1970-10-14,House,ELO,NoAccess,I,5281500
896,Adyar,890,2011-06-21,97,1,1,3,Normal Sale,0,1986-06-27,Commercial,NoSeWa,NoAccess,A,8414875
897,KK Nagar,2471,2010-06-26,92,4,2,6,Family,0,1988-01-07,Others,NoSewr,Paved,RM,13259060
898,KK Nagar,1303,2008-03-31,147,1,1,3,AbNormal,1,1995-04-04,House,NoSeWa,Paved,RH,8496660
899,KK Nagar,1532,2011-12-07,60,2,1,4,Partial,1,1999-07-15,Commercial,NoSewr,Paved,RH,13405440
900,Karapakkam,947,2010-06-12,112,1,1,3,Partial,1,1981-12-13,Others,NoSewr,Gravel,RM,8709375
901,KK Nagar,2271,2009-04-17,46,4,2,6,AdjLand,0,1995-04-21,Commercial,NoSeWa,Paved,RM,18436880
902,Karapakkam,1610,2011-09-01,149,2,2,4,AdjLand,1,1984-01-16,Commercial,NoSeWa,Paved,RH,12876250
903,Chrompet,808,2006-10-12,39,1,1,3,Normal Sale,0,1999-12-12,Commercial,NoSewr,NoAccess,RH,9544050
904,Karapakkam,1626,2009-07-22,73,2,2,4,Partial,1,1984-07-28,Others,ELO,NoAccess,RM,9478500
905,KK Nagar,1596,2012-01-16,93,2,1,4,Partial,1,1984-01-23,Commercial,AllPub,Paved,RH,13502160
906,KK Nagar,1653,2009-10-01,27,2,1,4,Normal Sale,1,2004-12-01,Others,NoSewr,Paved,RL,11222760
907,Velachery,1609,2005-10-04,44,2,1,4,Partial,1,1999-12-04,House,NoSewr,Paved,RH,9588670
908,T Nagar,1503,2007-10-24,64,1,1,4,Family,1,1972-01-11,Commercial,AllPub,Gravel,RH,17978100
909,Chrompet,1232,2013-01-01,151,2,1,4,AbNormal,1,1991-07-01,House,NoSeWa,NoAccess,RL,9371100
910,KK Nagar,1838,2009-10-14,157,3,2,5,AbNormal,0,1993-10-18,House,NoSewr,Paved,RH,9244720
911,Velachery,1511,2012-08-02,72,2,1,4,Family,0,1979-02-16,House,NoSewr,Gravel,A,6702360
912,Chrompet,1072,2014-09-02,182,1,1,3,AdjLand,1,1985-02-16,Commercial,NoSeWa,Paved,RH,12893150
913,Adyar,1291,2007-09-11,112,2,2,4,AdjLand,0,1984-11-14,Others,NoSewr,Gravel,I,10168445
914,Anna Nagar,1771,2007-04-03,37,1,1,4,Family,0,1965-03-14,House,AllPub,Paved,RH,11123540
915,Chrompet,709,2009-12-25,129,1,1,2,AdjLand,1,1973-03-01,Others,ELO,Gravel,RM,9332280
916,T Nagar,1886,2011-09-06,53,2,1,5,Normal Sale,0,1997-12-06,Others,AllPub,Gravel,RM,15416110
917,Velachery,1540,2007-03-11,20,2,1,4,Normal Sale,1,1959-11-15,House,NoSeWa,Paved,I,8174460
918,Anna Nagar,1712,2013-12-22,42,1,1,4,Family,0,1978-12-31,Commercial,AllPub,Gravel,RL,19337750
919,Chrompet,853,2009-05-14,125,1,1,3,Family,1,2002-05-16,House,NoSewr,Gravel,RM,9872250
920,Chrompet,890,2012-02-06,143,1,1,3,AdjLand,1,1977-11-06,Commercial,NoSeWa,NoAccess,RL,11492450
921,Chrompet,934,2013-12-23,24,1,1,3,Family,0,1991-12-29,Others,NoSeWa,Gravel,RL,8750680
922,Adyar,1113,2012-03-18,33,1,1,3,Normal Sale,1,2006-03-20,Others,NoSeWa,Paved,A,8449490
923,Adyar,1183,2012-04-25,179,1,1,3,Normal Sale,1,2004-04-27,Commercial,NoSewr,Paved,I,14046320
924,Karapakkam,527,2010-02-25,147,1,1,2,Partial,1,1961-09-03,House,NoSewr,Paved,RH,5173250
925,Chrompet,996,2013-12-31,92,1,1,3,Family,1,1986-07-01,Others,NoSeWa,Gravel,RL,9831120
926,KK Nagar,1730,2009-11-21,2,2,1,4,Normal Sale,1,2002-11-23,House,NoSewr,Paved,RL,10651140
927,Velachery,1697,2010-04-24,41,2,1,4,Family,0,1996-04-27,Commercial,NoSeWa,Paved,C,12666780
928,KK Nagar,2260,2008-07-19,101,4,2,6,AdjLand,0,1986-07-25,House,NoSewr,Gravel,RM,12528440
929,Anna Nagar,1754,2008-07-01,184,1,1,4,Normal Sale,1,1978-01-14,Others,NoSeWa,Paved,RH,13330820
930,Anna Nagar,1633,2013-03-23,154,1,1,4,Family,1,2001-03-26,Commercial,NoSeWa,Paved,RL,19300690
931,Chrompet,914,2010-01-23,18,1,1,3,Normal Sale,0,1978-01-31,House,NoSeWa,Paved,RM,8155200
932,KK Nagar,2457,2008-04-24,179,4,2,6,AdjLand,1,1979-02-05,Others,NoSewr,Paved,RL,13907120
933,T Nagar,1946,2011-06-14,135,2,1,5,Family,0,2004-06-15,Commercial,NoSewr,Gravel,RL,21897640
934,Adyar,713,2006-12-26,39,1,1,2,Normal Sale,0,1986-12-31,Others,NoSeWa,Paved,RL,7676000
935,Chrompet,1179,2014-08-06,162,1,1,3,AbNormal,1,2010-09-06,House,NoSewr,Paved,RL,10044200
936,Velachery,1770,2005-01-01,138,2,1,4,Partial,0,1981-07-01,House,ELO,Paved,RH,8548080
937,Velachery,1833,2006-01-02,164,3,2,5,AdjLand,1,1966-11-02,Commercial,NoSeWa,Paved,RH,15741200
938,KK Nagar,2335,2008-09-29,19,4,2,6,Normal Sale,0,1996-02-10,Others,NoSeWa,Gravel,RH,12290940
939,Adyar,1122,2011-11-12,32,1,1,3,AbNormal,0,1986-12-17,House,ELO,Paved,I,7498275
940,Anna Nagar,1866,2014-05-17,137,2,1,5,Normal Sale,1,1994-05-22,Others,AllPub,NoAccess,RL,14409230
941,Karapakkam,1635,2011-02-12,196,2,2,4,AbNormal,0,1967-12-13,Commercial,NoSewr,Gravel,C,10763000
942,Anna Nagar,1514,2008-12-02,6,1,1,4,Family,0,1989-02-16,Others,AllPub,NoAccess,RM,12047650
943,Adyar,1242,2009-01-05,196,2,2,4,Family,1,1970-11-05,House,NoSeWa,Gravel,I,9378485
944,Anna Nagar,1861,2010-06-15,1,2,1,5,Family,1,1980-06-22,House,NoSeWa,NoAccess,RH,12006850
945,KK Nagar,1650,2010-01-01,129,2,1,4,Normal Sale,1,1997-04-01,Commercial,NoSewr,Paved,RH,14278260
946,Velachery,1802,2010-07-19,64,3,2,5,Partial,0,1998-07-22,House,ELO,Gravel,C,8288940
947,Velachery,1594,2006-02-02,154,2,1,4,AbNormal,1,1996-05-02,Others,NoSewr,Paved,I,9865200
948,Adyar,1217,2009-09-08,189,2,2,4,Partial,0,2004-10-08,Commercial,ELO,Paved,RL,14178675
949,KK Nagar,1926,2009-05-13,198,3,2,5,Partial,0,2001-05-15,House,NoSewr,Gravel,RH,9839960
950,Karapakkam,1143,2010-04-17,49,1,1,3,AbNormal,1,1974-04-26,House,NoSeWa,NoAccess,C,5280500
951,Chrompet,1129,2010-09-05,124,1,1,3,AdjLand,0,1978-05-17,Others,ELO,Paved,RL,9214930
952,Chrompet,937,2009-04-24,145,1,1,3,Family,1,1984-04-30,House,AllPub,Paved,RH,8245950
953,Adyar,790,2006-11-20,102,1,1,2,AdjLand,0,1966-11-30,House,ELO,Gravel,RH,7329900
954,Adyar,1215,2008-05-02,199,2,2,4,Normal Sale,0,1972-02-14,Commercial,NoSeWa,Gravel,RM,15103540
955,Chrompet,976,2011-09-21,64,1,1,3,Family,1,1989-09-26,Commercial,NoSeWa,Paved,RH,11943700
956,Adyar,604,2012-07-04,156,1,1,2,AbNormal,1,1988-04-13,Others,AllPub,NoAccess,I,6322560
957,Velachery,1672,2011-06-26,194,2,1,4,Partial,0,1989-01-07,Others,AllPub,Gravel,RM,10904740
958,KK Nagar,2382,2011-06-08,49,4,2,6,Family,0,1986-12-08,Commercial,NoSeWa,Gravel,RL,18192700
959,KK Nagar,1324,2008-12-13,85,1,1,3,Normal Sale,1,1983-12-20,House,NoSeWa,Paved,RL,8962700
960,Karapakkam,1198,2011-09-19,51,1,1,3,Family,1,1975-09-28,Commercial,ELO,Gravel,RH,10599000
961,Karapakkam,1347,2012-10-02,41,2,2,4,Family,0,1981-02-17,Others,ELO,Gravel,RL,8268875
962,Velachery,1845,2005-06-23,45,3,2,5,Partial,1,1982-06-29,Others,NoSewr,Gravel,RH,11395560
963,Karapakkam,1569,2010-07-10,66,2,2,4,AdjLand,0,1998-10-10,House,AllPub,Gravel,RH,8792500
964,T Nagar,1548,2014-01-25,149,1,1,4,Normal Sale,0,1991-01-31,Others,ELO,Gravel,RM,13249450
965,Chrompet,1143,2015-09-02,105,1,1,3,Normal Sale,1,2006-11-02,Others,NoSeWa,NoAccess,RH,9305660
966,Chrompet,1127,2012-01-26,185,1,1,3,Normal Sale,0,1998-01-29,House,NoSewr,Gravel,RL,9198100
967,Karapakkam,585,2010-03-09,101,1,1,2,AdjLand,1,1995-07-09,House,NoSeWa,NoAccess,A,3906750
968,KK Nagar,1823,2011-04-30,69,3,2,5,Partial,0,1989-05-05,Others,NoSewr,Gravel,RL,10748500
969,KK Nagar,1891,2008-12-31,64,3,2,5,AbNormal,1,1990-05-01,Commercial,NoSewr,Paved,RM,16864980
970,Velachery,1781,2004-06-16,103,2,1,4,AbNormal,0,1953-06-29,House,NoSewr,Gravel,C,7950320
971,KK Nagar,2328,2008-03-22,58,4,2,6,AbNormal,1,1986-03-28,Commercial,NoSewr,Gravel,RH,18646240
972,Velachery,1958,2006-05-05,154,3,2,5,Partial,0,1969-05-14,Others,NoSewr,Gravel,C,9491790
973,Karapakkam,977,2011-12-11,39,1,1,3,Partial,0,1996-11-15,Commercial,NoSewr,Paved,C,7095250
974,Adyar,797,2008-01-21,74,1,1,2,AdjLand,1,1969-01-30,House,ELO,NoAccess,RL,7975085
975,Chrompet,700,2010-11-14,66,1,1,2,Normal Sale,1,1997-11-17,House,AllPub,NoAccess,RH,6973750
976,Karapakkam,1483,2010-08-09,21,2,2,4,AdjLand,1,2005-09-09,Others,NoSeWa,Gravel,RH,10032375
977,Chrompet,843,2010-06-03,99,1,1,3,AbNormal,0,1974-03-15,Others,AllPub,Paved,RL,7812910
978,Karapakkam,1464,2011-10-02,185,2,2,4,Partial,1,2006-11-02,Others,NoSewr,Gravel,I,8988750
979,Adyar,858,2008-07-02,149,1,1,3,Family,1,1995-10-02,House,NoSeWa,Paved,RM,9563095
980,KK Nagar,1927,2009-01-30,36,3,2,5,AbNormal,1,2001-01-02,Commercial,NoSeWa,Gravel,RM,17651360
981,T Nagar,1664,2013-04-24,90,1,1,4,AbNormal,0,1995-04-29,Others,NoSewr,Gravel,RL,13427680
982,Adyar,1293,2010-07-30,136,2,2,4,AdjLand,0,2005-07-31,House,NoSeWa,NoAccess,RH,9104275
983,Anna Nagar,1681,2007-01-06,93,1,1,4,Normal Sale,0,2002-02-06,Commercial,ELO,NoAccess,RL,18312300
984,Chrompet,1073,2012-09-13,163,1,1,3,AdjLand,1,1995-09-18,Others,NoSeWa,Paved,RH,9760960
985,Chrompet,916,2008-10-21,109,1,1,3,AbNormal,0,1992-10-25,House,AllPub,NoAccess,RL,7319800
986,Velachery,1617,2008-08-08,18,2,1,4,AbNormal,0,1981-08-15,Commercial,NoSewr,Gravel,A,12167290
987,KK Nagar,2223,2008-10-27,39,4,2,6,Normal Sale,0,1994-10-31,House,AllPub,Gravel,RL,11839680
988,Chrompet,877,2012-11-14,21,1,1,3,Partial,1,1979-11-23,Commercial,NoSewr,Gravel,RM,12640950
989,Karapakkam,802,2011-07-24,18,1,1,2,Family,1,1985-07-30,Commercial,AllPub,NoAccess,RH,7832500
990,KK Nagar,2057,2008-07-27,131,3,2,5,Normal Sale,1,1987-02-08,House,NoSewr,Paved,RL,11396020
991,Anna Nagar,1990,2013-12-23,199,2,1,5,AbNormal,1,2008-12-24,House,NoSeWa,Paved,RM,14927450
992,Karapakkam,975,2010-11-25,78,1,1,3,AdjLand,1,2002-11-27,Commercial,NoSewr,Paved,A,8261000
993,T Nagar,1519,2007-06-06,115,1,1,4,Family,1,1969-06-15,Commercial,NoSewr,NoAccess,RM,18169910
994,Karapakkam,1537,2009-11-22,42,2,2,4,AdjLand,0,1984-11-28,Others,ELO,Paved,RH,8178625
995,Karapakkam,1502,2010-09-15,164,2,2,4,AbNormal,1,1969-09-25,Others,NoSeWa,NoAccess,C,6677000
996,Adyar,1016,2008-11-22,24,1,1,3,AbNormal,0,1972-01-12,House,ELO,NoAccess,RH,7041840
997,T Nagar,1502,2012-04-28,64,1,1,4,Normal Sale,0,1974-08-05,House,NoSeWa,NoAccess,RH,9433610
998,Karapakkam,1497,2010-04-04,170,2,2,4,Family,0,1994-08-04,Others,AllPub,NoAccess,RL,8164875
999,Adyar,850,2006-11-17,179,1,1,3,Partial,0,1986-11-22,House,NoSewr,Paved,I,6575100
1000,Anna Nagar,1940,2010-12-09,163,2,1,5,Family,0,1967-09-23,Others,AllPub,Gravel,RL,14198960
1001,Karapakkam,1523,2012-08-02,79,2,2,4,AbNormal,1,1983-02-15,House,ELO,NoAccess,I,6916250
1002,Chrompet,711,2008-05-17,94,1,1,2,AbNormal,1,1975-05-26,House,ELO,NoAccess,RH,6354550
1003,Velachery,1671,2007-12-21,62,2,1,4,AdjLand,0,1984-12-26,House,NoSewr,Paved,A,7352510
1004,Chrompet,1293,2006-10-16,73,2,1,4,AbNormal,1,1990-10-20,Commercial,NoSeWa,NoAccess,RH,14017800
1005,Karapakkam,1615,2009-09-11,106,2,2,4,AdjLand,1,1986-11-15,Commercial,ELO,Paved,I,12288250
1006,Velachery,1526,2009-02-10,62,2,1,4,Partial,1,1982-09-10,Others,AllPub,Gravel,C,9091390
1007,KK Nagar,2296,2010-11-21,170,4,2,6,Family,1,1996-11-24,Others,AllPub,Gravel,RM,14327400
1008,Anna Nagar,1600,2013-11-15,92,1,1,4,Family,0,1983-11-23,House,AllPub,Gravel,RM,12401250
1009,Karapakkam,1122,2011-10-17,115,1,1,3,Family,0,1990-10-22,Others,ELO,Paved,RM,7809500
1010,Chrompet,821,2010-01-03,79,1,1,3,AdjLand,0,1972-10-03,Others,NoSeWa,NoAccess,RH,6678470
1011,Velachery,1678,2006-04-07,19,2,1,4,AdjLand,1,1984-09-07,Commercial,NoSewr,Gravel,C,14452540
1012,Karapakkam,587,2011-05-18,171,1,1,2,Partial,1,1981-05-25,Others,NoSewr,Gravel,C,5185125
1013,Adyar,613,2010-04-26,74,1,1,2,Normal Sale,0,1971-06-05,Others,ELO,Paved,RH,6193485
1014,Chrompet,714,2010-04-05,92,1,1,2,AbNormal,1,1997-07-05,House,NoSewr,Paved,RL,8144950
1015,Karapakkam,596,2009-12-29,118,1,1,2,Normal Sale,0,1990-03-01,Commercial,ELO,Gravel,C,5766000
1016,KK Nagar,1804,2009-11-07,75,3,2,5,Partial,1,2001-07-13,Others,NoSeWa,Gravel,RH,11065040
1017,Karapakkam,1058,2010-07-19,111,1,1,3,Normal Sale,1,1999-07-22,Others,AllPub,Gravel,RL,9121000
1018,Chrompet,884,2013-11-10,104,1,1,3,AdjLand,1,1999-10-15,House,NoSeWa,Paved,RM,9668900
1019,KK Nagar,2321,2008-10-08,18,4,2,6,Normal Sale,0,1987-08-16,House,AllPub,Gravel,RH,11291220
1020,Karapakkam,1603,2009-11-09,70,2,2,4,Normal Sale,1,2003-09-13,Commercial,NoSeWa,Paved,RM,14077500
1021,Adyar,715,2007-10-31,131,1,1,2,Normal Sale,1,1997-02-11,Commercial,ELO,Paved,RH,10571650
1022,Karapakkam,1397,2011-01-30,118,2,2,4,Partial,1,1963-11-02,Commercial,NoSewr,Paved,C,9888000
1023,Anna Nagar,1604,2012-09-03,188,1,1,4,Partial,1,1985-03-16,Others,NoSewr,Paved,RL,12985460
1024,KK Nagar,1533,2010-12-18,195,2,1,4,Normal Sale,0,1986-12-24,Commercial,NoSeWa,Paved,RL,12844280
1025,Anna Nagar,1744,2009-09-05,159,1,1,4,Family,1,1995-05-13,House,ELO,Gravel,RM,13832030
1026,Chrompet,1097,2006-09-12,132,1,1,3,Partial,0,1984-12-14,House,AllPub,Gravel,RL,8792100
1027,Chrompet,748,2009-07-30,93,1,1,2,AdjLand,0,1978-07-08,Commercial,AllPub,Gravel,RL,10727250
1028,Adyar,847,2007-05-31,191,1,1,3,Partial,0,1984-05-06,House,AllPub,NoAccess,C,5254245
1029,T Nagar,1535,2008-02-04,50,1,1,4,AdjLand,0,1996-05-04,Commercial,AllPub,Gravel,RH,18163890
1030,Karapakkam,1558,2012-01-18,200,2,2,4,AdjLand,0,1967-01-29,House,AllPub,Paved,I,7047750
1031,Velachery,1696,2011-03-11,63,2,1,4,AbNormal,0,1996-06-11,Others,ELO,Paved,RH,9475100
1032,Anna Nagar,1868,2012-11-04,157,2,1,5,Partial,1,1992-04-16,Others,ELO,NoAccess,RH,13107540
1033,Karapakkam,591,2010-01-29,8,1,1,2,Partial,0,2001-01-31,Others,AllPub,Gravel,RH,5865875
1034,Anna Nagar,1539,2008-05-05,39,1,1,4,AbNormal,0,1992-09-05,Others,NoSeWa,NoAccess,RH,10959440
1035,Anna Nagar,1594,2013-03-19,18,1,1,4,AbNormal,1,1969-03-30,House,NoSeWa,Gravel,RM,12918430
1036,Chrompet,1074,2006-01-11,140,1,1,3,AbNormal,1,1976-08-11,Commercial,AllPub,Paved,RM,14048900
1037,Chrompet,736,2007-02-04,167,1,1,2,AdjLand,0,1999-04-04,Commercial,AllPub,Gravel,RH,10316800
1038,Chrompet,904,2008-12-18,98,1,1,3,Family,0,1975-12-27,Others,NoSewr,Gravel,RH,7831830
1039,Chrompet,802,2009-02-16,107,1,1,3,AdjLand,1,2000-02-19,Commercial,NoSewr,Gravel,RM,12971150
1040,Karapakkam,1445,2011-04-10,111,2,2,4,Family,0,1973-10-13,Commercial,NoSewr,NoAccess,C,8783500
1041,Velachery,1623,2011-04-27,91,2,1,4,AdjLand,0,2003-04-29,Others,ELO,Paved,RL,10346560
1042,Anna Nagar,1978,2009-02-04,193,2,1,5,Normal Sale,1,1979-10-04,House,NoSeWa,Paved,RL,13831750
1043,Karapakkam,1546,2012-02-26,105,2,2,4,AbNormal,0,1967-09-03,Others,NoSewr,Gravel,RH,8340500
1044,KK Nagar,1896,2011-10-01,182,3,2,5,Partial,0,1997-01-13,Others,NoSeWa,Paved,RL,10461400
1045,KK Nagar,1673,2009-07-04,47,2,1,4,AdjLand,1,1992-11-04,Commercial,NoSeWa,Gravel,RM,16280140
1046,KK Nagar,2334,2009-10-07,153,4,2,6,Family,0,2001-12-07,Commercial,AllPub,Paved,RH,17422560
1047,Chrompet,1114,2014-12-06,106,1,1,3,Partial,0,1976-06-21,House,AllPub,Gravel,RM,9214700
1048,Chrompet,776,2012-09-12,97,1,1,2,Normal Sale,1,2003-12-12,House,ELO,Paved,RL,8237550
1049,Karapakkam,1675,2010-08-06,185,2,2,4,AdjLand,1,2005-09-06,Others,AllPub,Paved,RL,10893375
1050,T Nagar,1590,2010-05-21,39,1,1,4,AbNormal,1,1975-05-30,Commercial,AllPub,Gravel,RM,20142850
1051,T Nagar,1639,2014-08-19,76,1,1,4,Partial,0,2008-08-20,Commercial,NoSewr,Gravel,RM,19704720
1052,Velachery,1712,2006-07-27,182,2,1,4,AbNormal,1,1961-07-08,House,NoSeWa,NoAccess,I,8137800
1053,Adyar,1118,2012-08-02,145,1,1,3,Normal Sale,1,1974-02-17,House,NoSeWa,NoAccess,RH,8351070
1054,Adyar,792,2007-07-11,93,1,1,2,Partial,0,1997-09-11,Commercial,AllPub,Paved,I,9522150
1055,Adyar,1190,2007-01-23,37,1,1,3,Normal Sale,1,1982-01-29,House,NoSewr,NoAccess,RL,9632875
1056,Chrompet,1243,2012-08-22,77,2,1,4,AdjLand,0,1991-08-28,House,NoSewr,Paved,RL,9469350
1057,Anna Nagar,1657,2014-10-15,105,1,1,4,Normal Sale,0,1996-10-19,House,ELO,Gravel,RL,12116210
1058,Chrompet,1008,2012-11-18,84,1,1,3,Partial,0,1980-11-26,Others,NoSeWa,Gravel,RM,9324960
1059,Velachery,1658,2007-01-12,19,2,1,4,Normal Sale,1,1985-06-12,Commercial,NoSeWa,Paved,I,14086140
1060,KK Nagar,1381,2009-04-19,127,2,1,4,Partial,0,2002-04-21,Commercial,NoSewr,Gravel,RM,13306740
1061,Karapakkam,929,2012-02-18,14,1,1,3,AbNormal,0,2003-02-20,Commercial,ELO,Paved,I,7698750
1062,Chrompet,1166,2014-07-30,31,1,1,3,Normal Sale,0,2009-07-31,Others,NoSeWa,Gravel,RL,10093170
1063,Chrompet,1239,2007-05-13,75,2,1,4,AdjLand,0,1977-05-20,Others,NoSeWa,Gravel,RH,9819130
1064,Chrompet,1231,2011-02-17,120,2,1,4,Partial,0,1989-02-22,Others,AllPub,Gravel,RH,9592970
1065,Anna Nagar,1973,2014-08-16,49,2,1,5,Partial,0,1975-08-26,House,ELO,NoAccess,RM,12198380
1066,KK Nagar,2244,2009-07-16,98,4,2,6,AdjLand,0,1988-07-21,Others,NoSewr,Paved,RL,12356100
1067,Karapakkam,1577,2009-09-07,113,2,2,4,Family,1,1991-07-14,Others,NoSeWa,NoAccess,A,6687375
1068,T Nagar,1854,2010-01-17,5,2,1,5,Partial,1,1971-01-27,Others,NoSeWa,NoAccess,RH,12763900
1069,Chrompet,1109,2009-02-06,60,1,1,3,AdjLand,0,1997-05-06,Others,ELO,Paved,RM,10078530
1070,KK Nagar,1801,2010-02-13,115,3,2,5,AdjLand,0,2003-02-15,House,AllPub,Gravel,RH,10345940
